3,1,249.56,324.58,120.01,211.06,0.944
3,2,1431.11,194.04,21.14,52.05,0.657
4,1,246.52,324.93,113.88,210.78,0.933
4,2,1430.65,193.91,21.53,52.21,0.669
5,1,245.82,323.61,103.02,211.90,0.935
5,2,1430.56,194.26,21.33,51.73,0.661
6,1,246.66,324.46,88.69,210.34,0.916
6,2,1429.91,194.52,21.97,51.32,0.634
7,1,249.79,325.66,70.66,208.37,0.901
7,2,1430.15,195.03,21.62,50.57,0.629
8,1,247.62,324.38,61.64,210.02,0.853
8,2,1429.53,195.82,22.08,49.96,0.550
9,1,239.93,325.19,64.88,209.11,0.886
9,2,1429.60,195.73,22.20,50.01,0.576
10,1,230.13,326.66,71.47,209.63,0.899
10,2,1429.43,195.06,22.31,50.57,0.546
11,1,211.48,327.92,91.06,209.89,0.911
11,2,1429.23,194.52,22.81,51.14,0.576
12,1,198.08,332.59,105.67,206.66,0.913
12,2,1429.20,195.05,22.77,50.78,0.573
13,1,187.89,333.04,114.10,208.20,0.922
13,2,1429.73,194.14,21.87,51.32,0.546
14,1,184.38,333.08,115.72,209.95,0.935
14,2,1429.69,194.74,22.13,50.28,0.565
15,1,188.72,335.99,109.11,206.87,0.923
15,2,1430.09,195.00,21.87,49.69,0.574
16,1,189.62,338.37,102.47,204.75,0.916
16,2,1429.48,195.16,23.37,50.61,0.653
17,1,190.22,338.80,92.54,205.23,0.888
17,2,1429.57,195.30,24.56,50.42,0.658
18,1,180.14,336.63,91.15,208.62,0.891
18,2,1428.35,192.28,28.67,51.34,0.657
19,1,173.35,335.67,84.64,210.05,0.905
19,2,1429.61,194.41,27.16,50.55,0.621
20,1,169.17,335.98,73.49,209.70,0.862
20,2,1429.93,195.75,27.55,49.86,0.607
21,1,163.61,335.58,63.08,211.11,0.799
21,2,1430.39,196.53,27.23,49.36,0.641
22,1,155.11,336.21,66.57,213.78,0.851
22,2,1430.93,196.53,26.32,49.24,0.652
22,5,1618.90,270.41,36.55,98.98,0.648
23,1,138.69,335.21,80.55,218.42,0.885
23,2,1428.54,193.19,29.40,50.57,0.564
23,5,1617.91,271.69,36.13,97.93,0.662
24,1,127.20,335.62,91.61,220.35,0.903
24,2,1429.18,194.81,26.20,51.90,0.449
24,5,1616.29,271.36,37.93,98.80,0.725
25,1,112.63,336.72,106.68,221.20,0.898
25,2,1422.90,191.17,33.01,52.04,0.406
25,5,1614.80,270.99,39.49,100.08,0.714
26,1,100.25,339.95,118.82,217.34,0.879
26,2,1424.87,190.62,32.37,50.69,0.574
26,5,1614.85,269.09,40.58,102.63,0.704
27,1,96.12,342.54,120.72,216.55,0.857
27,2,1424.92,190.73,36.20,50.31,0.504
27,5,1613.73,270.04,41.92,102.70,0.764
28,1,90.84,344.80,121.81,216.47,0.893
28,2,1425.67,190.89,36.77,50.60,0.516
28,5,1612.75,268.80,40.04,104.33,0.680
29,1,86.20,347.36,119.91,213.70,0.907
29,2,1426.78,189.63,31.47,52.92,0.537
29,5,1613.09,266.93,36.08,105.72,0.769
29,8,1638.37,295.44,30.72,80.44,0.472
30,1,83.80,348.75,110.99,211.47,0.888
30,2,1427.91,194.91,24.21,48.26,0.543
30,5,1611.43,266.89,38.59,104.66,0.778
30,8,1639.00,296.77,29.17,77.56,0.490
31,1,84.49,347.59,95.30,212.59,0.829
31,2,1427.89,191.17,27.55,49.05,0.452
31,5,1610.12,266.06,40.59,105.80,0.682
31,8,1637.55,293.64,32.53,81.88,0.539
32,1,84.33,345.12,82.38,215.28,0.825
32,2,1426.75,194.62,25.09,47.08,0.499
32,5,1608.49,265.24,44.56,107.76,0.668
32,8,1636.81,294.56,32.17,80.99,0.539
33,1,81.94,345.39,71.99,215.58,0.803
33,2,1424.64,195.48,27.66,47.23,0.513
33,5,1606.63,264.38,48.44,110.40,0.710
34,1,77.22,346.70,63.63,215.08,0.822
34,2,1427.01,196.27,26.43,47.29,0.534
34,5,1600.33,265.26,52.82,109.16,0.742
35,1,70.40,347.58,69.08,213.76,0.850
35,2,1428.06,196.38,22.59,47.80,0.558
35,5,1598.03,265.44,51.50,107.70,0.728
36,1,60.59,348.41,76.96,213.10,0.882
36,2,1428.06,195.98,21.87,48.70,0.529
