3,1,688.66,67.01,60.70,142.71
3,2,946.41,29.69,44.90,120.89
3,3,693.59,229.96,73.76,218.24
4,1,688.65,68.99,61.30,140.68
4,2,944.61,28.54,48.22,122.52
4,3,695.01,229.85,73.99,220.44
4,4,1095.86,299.51,103.50,199.30
5,1,688.92,70.13,61.59,140.08
5,2,944.54,28.48,48.22,122.18
5,3,695.29,229.55,74.69,219.75
5,4,1090.80,295.42,111.44,180.10
5,5,721.19,1.90,29.44,67.94
6,1,688.37,70.30,63.05,141.74
6,2,944.16,27.85,49.20,123.19
6,3,695.22,229.40,75.89,220.76
6,4,1091.15,289.80,107.79,174.19
6,5,720.85,2.29,30.17,67.27
7,1,688.08,70.14,63.07,143.04
7,2,945.11,29.26,47.48,121.96
7,3,694.93,229.58,76.53,219.77
7,5,719.34,1.93,31.75,68.30
7,6,867.04,1.85,29.84,75.07
8,1,688.24,71.18,62.94,142.57
8,2,945.79,31.16,45.90,116.52
8,3,696.01,230.41,75.73,217.09
8,5,717.56,1.63,33.34,69.08
8,6,866.80,1.89,30.18,74.48
9,1,688.08,71.88,63.17,142.89
9,2,946.06,30.83,45.32,117.04
9,3,695.88,231.88,76.18,215.35
9,5,717.53,1.99,31.32,68.83
9,6,866.52,2.33,30.05,74.49
10,1,687.56,72.49,63.13,142.94
10,2,946.34,31.60,44.80,115.51
10,3,697.16,235.23,73.72,210.58
10,5,716.94,1.57,31.22,68.83
10,6,866.70,2.61,28.03,74.50
11,1,683.14,71.72,68.35,144.21
11,2,946.31,28.39,45.61,119.79
11,3,697.60,238.80,72.79,211.48
11,5,719.08,2.45,28.03,67.60
11,6,866.08,2.11,27.95,72.13
12,1,682.14,71.07,69.11,147.05
12,2,946.66,24.83,46.05,122.87
12,3,697.27,239.41,72.80,207.71
12,5,718.85,3.10,28.60,67.40
12,6,865.59,1.96,28.22,68.77
13,1,682.23,70.34,68.91,148.93
13,2,946.31,18.01,52.80,128.73
13,3,697.43,240.91,72.20,208.67
13,5,718.74,2.89,29.34,68.22
13,6,866.11,2.61,28.60,64.61
14,1,681.13,71.19,70.07,147.75
14,2,942.49,8.68,67.81,136.38
14,3,697.22,240.80,72.67,214.14
14,5,718.22,2.53,30.07,69.06
